domain,has_privacy,has_cookies,has_legal,has_data_prot,privacy_controller_present,dpo_contact_present,rights_sum,legal_bases_sum,retention_present,recipients_sum,transfer_scope,consent_mechanism,cookies_total,cookies_3p_ratio,cookies_session_ratio,tracker_hit_ratio,req_3p_ratio,req_3p_top,total_sec_headers,strict-transport-security,content-security-policy,permissions-policy,referrer-policy,x-frame-options,x-content-type-options,tls_version_max,tls_days_until_expiry,tls_cipher_fs_ratio,tls_cipher_weak_ratio,compliance_score,matches,violations,possible_transfer_violation,ok_cookie_ownership,ok_cookie_session_only,ok_consent_prior,ok_no_tracking_claim,rights_pct,security_score,security_score_pct
dirco.gov.za,False,False,True,False,False,True,0,0,True,0,,,17.0,0.529,0.0,0.768,0.768,sndcdn.com;twimg.com;tagembed.com;maps.googleapis.com;cloudflare.com,1,0,0,0,0,1,0,TLS_1_3,54,0.417,0.333,0.0,0,1,,,,,False,0.0,1,0.16666666666666666
gardenroute.gov.za,True,False,False,False,True,True,2,1,False,2,NONE,,0.0,0.0,0.0,0.583,0.583,gstatic.com;fonts.googleapis.com;websitepolicies.com;websitepolicies.io,0,0,0,0,0,0,0,TLS_1_3,51,0.5,0.0,0.5,1,1,True,,,,False,0.2857142857142857,0,0.0
george.gov.za,True,False,True,False,True,True,3,6,True,4,,,8.0,0.0,0.0,0.562,0.562,gstatic.com;wp.com;google-analytics.com;fonts.googleapis.com;googletagmanager.com,1,0,1,0,0,0,0,TLS_1_3,61,0.417,0.333,0.0,0,1,,,,,False,0.42857142857142855,1,0.16666666666666666
health.gov.za,False,False,True,False,False,True,0,0,True,0,,,3.0,0.0,0.667,0.453,0.482,fontawesome.com;gstatic.com;fonts.googleapis.com;euc-freshbots.ai,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0,1,,,,,False,0.0,0,0.0
justice.gov.za,False,False,True,False,False,True,0,0,True,0,,,16.0,0.0,0.125,0.863,0.863,sharethis.com;fbcdn.net;hotjar.com;google-analytics.com;facebook.net,0,0,0,0,0,0,0,TLS_1_2,103,0.471,0.529,0.0,0,1,,,,,False,0.0,0,0.0
